,title,question,answer
128,"<h3 class=""article-title"">Am Scramble Interview: Rob Pace</h3>","I was gonna say, with the mustache and the mullet and the heavy machinery, are you kind of an Australian redneck?"," Oh, man, I’m definitely not a true one, that’s for sure. There’s some heavier rednecks and mullet dudes out here that are insane. "
129,"<h3 class=""article-title"">Am Scramble Interview: Rob Pace</h3>","Yeah, what are rednecks called in Central Coast Australia?", Bogans. 
130,"<h3 class=""article-title"">Am Scramble Interview: Rob Pace</h3>","Bogans, mate."," Yeah, there’s a few of them around, that’s for sure. Especially working in the industry that I work in, you see them everywhere."
131,"<h3 class=""article-title"">Am Scramble Interview: Rob Pace</h3>",They’re attracted to the power tools.," Yup, we call them tradies. You see a lot of Bogans in the tradies. "
132,"<h3 class=""article-title"">Am Scramble Interview: Rob Pace</h3>","So the Scramble has become a springboard for a lot of guys to go pro. It sounds like you’ve got a good solid career at home, but is being a pro skater something you’ve ever considered?"," Yeah, absolutely. I mean, I guess it’s the ultimate goal for myself. If it ever happens that will be the pinnacle for me, I feel like. "
133,"<h3 class=""article-title"">Am Scramble Interview: Rob Pace</h3>",When will you know it’s time?," I’m not sure—I’m not sure if I get to make that call. I’ll just keep skating, doing what I’m doing and if that happens then I’m stoked—if not, whatever. Just keep skating."
134,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>",So tell us about your status here in the United States. You live with your girlfriend at a house with a ramp out in the country. How did you get into this fantastic situation? Where’d you even meet this girl?," I met her at the contest that led up to the Olympics in Iowa, actually. She was out supporting one of her friends and I actually had a little COVID scare. I couldn’t skate, but I didn’t have COVID so I went out to a party and met her. I was stoked."
135,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>","Yeah, you’re living the American dream out there and you’re not even American.", Pretty much.
136,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>","Having a vert ramp at your house, have you stepped up your vert game at all?"," I’ve been trying to skate it a fair bit. I don’t really like it too much but it’s fun to mess around on. We’ve been having good sessions with Navarrette and Hewitt and a bunch of those legends have been coming out and skating, so it’s been sick for them to push me."
137,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>",Fuck yeah. So give us some basic stats—where are you from and how old are you?," I am from Minnamurra, New South Wales and I am 18 years old."
138,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>",So how does the Scramble compare to getting ready for the Olympics? Is it harder? Is it a vacation compared to that?," It’s way better—you’re just out there skating with your friends, having a good time. I mean, not that preparing for the Olympics wasn’t that, it’s just two different mindsets."
139,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>",I spoke to Nyjah about this—were you scared to street skate and skate normally leading up to the Olympics?," Yeah, I didn’t really head out and film too much in that time because I was like, "
140,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>",If I get hurt then that’s not gonna be good, 
141,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>","I was wondering if we were gonna have to find bowls for you to get clips, but y"," I mean, I try to skate everything. That was my goal on the trip—to just jump on all the rails and ledges and just have fun and skate with everybody, push with everybody and if there’s a bowl I’ll skate it. If not, it’s all good."
142,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>","ou skated every single street spot. Is that a misconception, that you’re just a bowl guy?"," I mean, I try to skate everything. That was my goal on the trip—to just jump on all the rails and ledges and just have fun and skate with everybody, push with everybody and if there’s a bowl I’ll skate it. If not, it’s all good."
143,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>","So yeah, you didn’t bring your pads on the trip, huh?"," Nah, nah. No pads—ever."
144,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>",What kind of name is Woolley? Do you know your family name history?, I’ve got no clue. I think like British or something? I honestly have no clue.
145,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>","Your dad’s aggro, too, right? I met him. He’s pretty young and he’s into fun stuff."," Yeah, he likes to ride motorbikes, surf, skate. He broke his neck surfing when I was a little grom. He likes to do it all."
146,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>","Did he skate with you, too?"," Yeah, so me and my dad started skating at the same time, actually. My dad learned handplants before me. We built a little mini-ramp in the backyard and we were just messing around all the time in between surfs and going motorbike riding and just living life."
147,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>","Oh, man, sounds like paradise out there."," Yep, it’s the best."
148,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>","So I gotta ask you—how’d you end up on this board company with the world’s greatest woman skaters? They’re like, We want THAT guy?"," Yeah, it was pretty random. I think I met Sky when I was a little grom in Australia. She came out to Bowl-a-Rama and my dad and her dad Stu hit it off. So my dad and Stu kept a really close relationship for a while and I know Leticia just through contests. And yeah, when they were starting their board company they reached out to me to see if I’d be down to ride for them and I was like, "
149,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>",We want THAT guy," Yeah, it was pretty random. I think I met Sky when I was a little grom in Australia. She came out to Bowl-a-Rama and my dad and her dad Stu hit it off. So my dad and Stu kept a really close relationship for a while and I know Leticia just through contests. And yeah, when they were starting their board company they reached out to me to see if I’d be down to ride for them and I was like, "
150,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>","Yeah, some people are tough guys. They’ll be like, Ah, I don’t want to be on a girls’ team. Did you have any second thoughts like that?"," Definitely at the start, but I talked to Stu and I talked to everybody running it and I realized that it’s not a girls’ company. Like, of course Leticia and Sky started it, but most of the riders are dudes and it’s just sick to get out. Like, we go on trips all the time, head out and film and skate and it’s just a good time."
151,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>","Ah, I don’t want to be on a girls’ team"," Definitely at the start, but I talked to Stu and I talked to everybody running it and I realized that it’s not a girls’ company. Like, of course Leticia and Sky started it, but most of the riders are dudes and it’s just sick to get out. Like, we go on trips all the time, head out and film and skate and it’s just a good time."
152,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>","Yeah. I noticed you and Rob, you tried something on every single spot. Is that an Australian thing or were you just so hyped to be out there?"," Pretty much we were just so hyped to be out there. Me and Rob, at the start of the trip, ’cause we were rooming together, we were like, "
153,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>","You know what? We’re skating everything. We don’t care if it’s a ledge, we don’t care if it’s whatever, we’re just gonna skate", 
154,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>","Shit, we’re so sore; we might need to chill out a bit", 
155,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>",Who was somebody on the trip that you hadn’t met before that you were hyped once you got to skate with them?," Dude, pretty much everybody. Patrick Praman, like, I’ve seen footage of him forever and he was just mind blowing what he could do on a rail—flip in, flip out, it was just so sick. As well as Nick Matthews—dude’s got so much pop and you get to a spot and he’s sitting down and then all of a sudden just—bam—the gnarliest thing you’ve ever seen."
156,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>",That dude can ollie the house., For real.
157,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>",What about Max? He’s really funny and really fun to hang out with but then he gets gnarly in his own weird ways.," Oh yeah, Max, he’s a legend. I had so much fun skating with him. He’s just like chilling there, talking shit, acting all goofy and then he’ll skate off and build some insane rail or some sketchy contraption and it’s just so sick whatever he does whenever he steps on a board."
158,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>",Fuck yeah. What about Dylan? Did you know him from Instagram?," Yeah, I knew Dylan. I skated with him a few times around San Diego, but I’d never really gotten to hang out with him or go on a trip with him, so that was super sick to get to know him a bit better. He’s so talented. I wish I could skate a ledge like that but that ain’t happening."
159,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>","You’ll give it your best shot, though, right?"," I’ll give it my best shot. I might throw a switch crook or something. No flip tricks, though."
160,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>",What’s a basic flip trick that you just absolutely cannot do?, Heelflips.
161,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>",No heelflips?," I can do ’em but, dude, they’re rough."
162,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>",What was your favorite trick that you saw on the trip?," My favorite trick that I saw on the trip was either Max’s pole-jam 50-50, Rob’s ollie into the death bank or I reckon Dylan’s frontside flip was ridiculous. That big frontside flip was next level. And then also—fuck, I can’t even remember what went down, so much stuff. I think Nick’s ollie over the rail into the sketchy bank, that was really sick."
163,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>",Who do you think’s gonna get a board first?, That’s a good question. I reckon Rob. Santa Cruz is pushing him pretty hard right now. I heard they got something coming real soon.
164,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>","Oh, that’d be tight. Had you skated with him much at home?"," I skated with him a bit, but it’s usually whenever I go up to the Central Coast I’ll skate with him at the local park—Bateau Bay. I never really headed out filming in the streets, but I’m going back for Christmas and New Year’s and I’m gonna be skating with him like the whole time. I’m so keen."
165,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>",So the Scramble is often a jumping off point for turning pro. Are you ready? Do," I think I want to turn pro, for sure. I’m filming a part right now. I’m gonna put that part out and then I’ve got a few other little things I’m working on and then maybe after that’s all done see how it’s looking."
166,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>", you want to turn pro?," I think I want to turn pro, for sure. I’m filming a part right now. I’m gonna put that part out and then I’ve got a few other little things I’m working on and then maybe after that’s all done see how it’s looking."
167,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>","So yeah, what do you want to accomplish before you feel good about having your name on a board?"," I really just wanna solidify myself more as a street skater and kinda trying to just achieve ATV status. So that’s what I’m working on with this new part. I’ve also got a bunch of footage coming out for OJ, and then I’m going to Europe for a month for a Monster premiere next week and I’ve got a few clips in that. So just trying to put out as much footage as I can and, yeah, just skate and have fun."
168,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>",What’s the secret to McTwists?, I can’t do ‘em. You’re asking the wrong person.
169,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>",What’s your favorite trick that you got on the trip?, I really liked when I carved around and ollied over the weird thing into the skinny bank. I was stoked on that.
170,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>",That was sketchy. ," Yeah, I was pretty stoked with that and then some transition follow lines that Rye filmed in that one bowl. Those turned out so good."
171,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>","Yeah, he’s good."," Yeah, he killed it."
172,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>","We ate some pretty horrible food on this trip. If it’s a choice between Applebee’s and Mackers, which do you choose?", Applebee’s wasn’t too bad. But you cannot beat Mackers. That is just hands down.
173,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>",So funny—we’d be talking shit about Mackers and then next thing you know people one by one would be going there to get some., Mmm…
174,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>","Ten years from now, what’s gonna be your main memory from the Am Scramble 2022?", I think my favorite memory will probably be when Max landed that trick and we all were just so hyped—just going crazy and everybody’s just loose.
175,"<h3 class=""article-title"">Am Scramble Interview: Kieran Woolley</h3>","Yeah, that was really fun. It was like a party at that triple set."," Yeah, when he landed it everybody just started partying."
176,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",Are we saying your name right? Is It pronounced Jayb?," Yeah, Jayb. Perfect."
177,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",Where does that name come from?," Dude, honestly I have no clue."
178,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",It’s never come up?," Yeah, I literally don’t know."
179,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","When the kids are stoked to meet you in the streets, how do they say it?", Jay-eeb. And then I’ve gotten Hi-yeb where they silence the J because of different cultures.
180,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",’Cause of your Latino heritage?," Yeah, exactly."
181,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",On this trip you got recognized by the waiter in Applebee’s. What’s the craziest place you’ve been recognized so far?," Probably Applebee’s, dude. Zach is the man! But I guess just like restaurants and stuff, nothing too crazy. Never like police or anything."
182,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",You’re kind of famous on the Internet. Why do you think this is?," I like how you started that question. I don’t think I’m that famous on the Internet. It’s like most skaters—you get a bigger following if you just post yourself skateboarding. But definitely when I was a kid I posted a lot of stuff of myself, and a lot of kids like watching other kids and so I think it’s mainly because of that. And I was just like—I really enjoyed watching social-media stuff when I was growing up and watching all the dudes skate Biebel’s park and stuff. So I was kind of like, "
183,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Fuck, I guess I’ll just post a lot of Instagram stuff ’cause that’s what the kids want to see", 
184,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",Do you have a regular guy that you make film you all the time?," Yeah, at first when I was posting all the clips at Poods park it was my friend River. He actually works at Plan B now doing their social-media stuff. But now it’s my friend Rios. He’s who I grew up with in Hawaii. He moved out and he’s been helping me out."
185,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Dude, it’s like a serious job, right?"," Well, yeah. I think brands put a lot of pressure, especially ’cause that’s kind of like what—I don’t wanna say why they found me or why they put me on is because of social media, but it is kind of a big part of it. And so it’s like they do kind of put a bit of pressure on me to do a certain amount of posts. Not really pressure, but it’s like they expect a certain amount from me because that’s what I’ve been doing my whole life."
186,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",Yeah. Do you ever just wanna be a soul skater out there just surfing the concrete?," Dude, I’m still soul skating. I mean, I used to post crazy—I posted every single day for two years straight when I was a kid. It was insane; I cannot imagine doing that. But I guess it taught me a lot about consistency and getting shit done. But yeah, I still skate for fun most of the time, though, I’d say."
187,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",Do people around the world want to know about the magical land that is Poods skatepark?," Yeah, actually they do. I mean, I was like that. "
188,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",That park looks so good, 
189,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Oh my God, I’m staying in San Diego forever", 
190,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",Did your parents move partially so you could rip?," No, not really. My dad was going through some health stuff and there was treatment out here and so he did that, and then my sister was graduating middle school and she wanted to go to a different high school than the options that were in Hawaii, around Kauai. And so, yeah, it was kind of like that type of move where my sister wanted a change, my dad needed some help and I was like, "
191,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",It’s super good for skating, 
192,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",So early on you got some attention from Jamie Thomas. Was he the first guy to reach out?," Yeah, Jamie for sure was. Jamie was definitely the first person to reach out. He just DM’d me and the shop that was sponsoring me for a long time in Hawaii and was like, "
193,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Yo, I want to send Dylan some boards", 
194,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",He flew out and won the contest.," Yeah, he won the contest."
195,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",How much of a dick was Dane Burman to you as a kid?," I’d say Dane wasn’t a huge dick. He’s really funny. He’s one of the funniest people I know. He’s definitely really creative in the way that he—I think it was mainly that when I was a kid I’d be so insecure and so scared to be around these guys and he would say something that just hit so hard. You know, it wasn’t like he was really trying to be a dick but he would say something that was like—I just felt so exposed. He would say some shit and I’d be like, "
196,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Oh my God, fuck. I’m already so insecure about that and he just hit it home", 
197,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","It’s good for the older guys to kinda give it to you straight sometimes, right?"," Yeah, for sure. And I was like a little kid who needed to be humbled."
198,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",So what is it like at the magical land of Poods? What’s it like over there?," It’s nice; it’s a good skatepark; it’s good weather year round. It’s pretty much what people imagine, when they think of Southern California, I’d say."
199,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",Is there an enforcer there? Is somebody holding it down?, Probably Dane Burman.
200,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",He is tough., I’m scared of Dane.
201,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",Who’s the king of Poods right now?, Probably Braden Hoban.
202,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Dude, he’s gnarly.", He’s so ridiculous.
203,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",What about that fool Little Toby?," Yeah, I don’t wanna call Toby the king. It’ll get him too gassed up. But yeah, Toby’s the GOAT."
204,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Damn, he’s gnarly, right?", He’s my favorite.
205,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",He can do like inverted 720s on the Mega and switch kickflip back lip the rail.," Dude, he’s gonna be one of the best."
206,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","So did you ever think like, Fuck it, man, I’m just gonna start up a YouTube channel and chill at this park? Why’d you wanna get in the streets?"," I don’t know if my goal as a kid was to go the old skate route and do it that way. But I was definitely watching all the blog dudes and all the YouTube shit growing up, so I was definitely heavily inspired by a lot of those dudes that do a lot of stuff that I guess is kinda frowned upon in the industry. But I wanted to go the main route. I think Jamie gave me a lot of guidance and kinda showed me how to do it and how it’s possible. I guess he gave me a lot of insight into what goes into being a pro skater instead of going the whole other route. But if I had stayed on the Island I might have done that whole fuckin’ YouTube skater thing."
207,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Fuck it, man, I’m just gonna start up a YouTube channel and chill at this park"," I don’t know if my goal as a kid was to go the old skate route and do it that way. But I was definitely watching all the blog dudes and all the YouTube shit growing up, so I was definitely heavily inspired by a lot of those dudes that do a lot of stuff that I guess is kinda frowned upon in the industry. But I wanted to go the main route. I think Jamie gave me a lot of guidance and kinda showed me how to do it and how it’s possible. I guess he gave me a lot of insight into what goes into being a pro skater instead of going the whole other route. But if I had stayed on the Island I might have done that whole fuckin’ YouTube skater thing."
208,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","So you can probably settle this for me, I’m too old to know. So who is it, Shrock or Kyro?", So I’m guessing Aaron Kyro probably makes more money. I don’t know.
209,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Dude, who’s the king of the ‘Tube?"," Yeah, I don’t know. They’re both killing it. But right now it’s neither of them, I don’t think."
210,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",Dammit. Who’s your guilty pleasure right now on the ’Tube? Who are you tuning into?," Gifted Hater 100 percent. It’s not guilty, though. I love Gifted Hater."
211,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","You want that skate gossip, right?"," Dude, but I’ve been nervous watching it lately. He’ll say something about me and it hurts me for some reason. He’s so smart with his roasts that I’m like—it actually hits."
212,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Yeah, it’s fun to watch until it’s you."," Exactly, yeah. I used to just watch them all carefree and then as soon as I heard my name I was like, "
213,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Ah, this is not as fun anymore", 
214,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",This ain’t funny. That guy’s not so funny., Hopefully he reviews Am Scramble and calls us the worst.
215,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",This ain’t funny. That guy’s not so funny, Hopefully he reviews Am Scramble and calls us the worst.
216,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Well, maybe. Did you have any trepidations about going on the Scramble?"," Oh, I definitely saw that first one with Foy and Ducky and those dudes and it was super gnarly. I think they set the bar so high that like all the Scrambles after that have been trying to reach that level. So there’s definitely that. All those dudes are so good. I think the main thing is I was hoping it wouldn’t be like huge shit all the time, ’cause I’m not super into huge handrails or huge gaps or whatever. So I think that was the main thing—like, "
217,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Fuck, hopefully it’s not a bunch of handrail dudes and I just have to figure shit out", 
218,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Yeah, what’d you think of Boston?"," Dude, I love Boston. I just saw Tim; he was in Lisbon and I saw him at a spot randomly. But he’s like the GOAT out there. He has so many spots. I’m gonna go back."
219,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","You made some new friends on this trip. I mean, everybody got along but who’d you really hit it off with?"," Dude, Max and Noah. I love those kids. They almost came out here."
220,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",No way.," It was so sick, though. They were talking about—Max was in Korea and said he was almost gonna come out. But yeah, Max and Noah, they’re fuckin’ so sick. It’s just cool to have kids that are the same age as you that understand your humor. I go on a lot of trips with dudes older than me and I feel like I can’t make the same jokes I make around my friends at home. It’s like on that trip I felt like I could fully just let loose."
221,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","How about those Australians? Man, they were skating everything that wasn’t tied down."," Oh my God. Dude, yeah, Kieran, Rob Pace—those dudes are so gnarly. Rob Race was half the reason I was scared to go on the trip. I was like, "
222,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Dude, fuck, we’re going to Rob Pace spots? It’s gonna be fucked up", 
223,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",How many kinks you got?, Zero kinks.
224,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",What about Nick Matthews? I was scared of him. Were you scared?," I wasn’t scared. I guess I’m intimidated by that dude. Not ’cause of his face, but because of his skating. Dude, he’s like one of my favorite skaters. When I heard he was going on the trip I was like, "
225,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Oh, what?", 
226,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","No, he’s fucked. He’s so good.", The first day he got seven tricks.
227,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",What was a trick that really stood out to you on the trip? Max’s pole jam of death?," That’s definitely a highlight. Yeah, I can not believe that one."
228,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",We had Rob Pace ollieing into the triple bank. We had him grinding the snake bar. ," The one that I keep talking about, ’cause I keep trying to explain how talented Nick Matthews is, is that out-ledge we went to that first day. He did like three tricks on it and he does switch back 180 nosegrind and he also ollied over the rail to crooked grind. That was fucked. Each one of those were super fucked singles and he’s just all mellow."
229,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",Just cruised it. So the Scramble—it’s been a springboard for people to turn pro eventually. Is that a goal of yours? Do you wanna go pro someday?," Well, yeah, for sure. As a kid I was always like, "
230,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Fuck, that would be the dream job", 
231,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Yeah, if you want it, you want it. What’s your biggest takeaway from this experience of getting to go on a trip with a bunch of strangers? What are you gonna remember? What hit the hardest from his experience?"," I think just being able to appreciate how dope it is to go on a trip with people that you don’t usually skate with and people that don’t ride for the same brand as you. For some reason that felt so freeing to be able to skate with people that you otherwise would probably never go on a trip with. Also, just seeing so many different types of skating. A lot of times if you’re on a brand the dudes skate—not completely similar, but they skate similar spots and there’s a similar vibe, I guess. But on this trip everyone kinda had their own steez and way that they do everything. And there’s different cultures as well."
232,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",What about your big frontside flip? Did you think that was gonna happen?," Dude, not at all. We went there and it was like—I saw a photo of it. We were trying to find something to frontside flip that whole trip. That whole time it was kinda like, "
233,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",What are you gonna frontside flip?, 
234,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Ah, I don’t know", 
235,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",That would be a good one, 
236,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Ah, this run up is kinda short", 
237,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",This is probably not gonna happen, 
238,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","You know, I’ve seen this happen before. You’re gonna land it", 
239,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Oh yeah. Right, dude, I’m fuckin’ dust", 
240,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Yep, that was it. I was like, Trust me. I’ve seen this before."," Yeah, "
241,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",Trust me. I’ve seen this before," Yeah, "
242,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",I’ve seen this happen, 
243,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","I bet you have, but it’s not me", 
244,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",Wheelbite and die six times in a row and then just magically make one., That was so crazy.
245,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",Who do you want to see on the cover of this Am Scramble issue? ’Cause somebody’s getting the cover.," Max. Dude, I want that to be the cover so bad. Just "
246,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",’, 
247,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Alright, anything else you wanna talk about? "," Shout out Zach from Applebee’s, shout out Jordan, the GOAT. Yeah, I think that’s about it. Thanks, Burnett."
248,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>","Yeah, man. You’re really easy to interview.", You think so?
249,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",Yeah!," Dude, I’m walking in circles. I did so many spins."
250,"<h3 class=""article-title"">Am Scramble Interview: Dylan Jaeb</h3>",That’s how it goes. That’s what it’s like. Why’d you quit Zero?," I just felt like there were other options out there and I kinda just didn’t—I wasn’t even really skating with those dudes too much. It was kind of like me and Jamie were talking a lot but I wasn’t out skating with Dane or any of those dudes. So I feel like they always knew that it wasn’t gonna be a thing. But I don’t know, Jamie’s the best. I still talk to him all the time."
251,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",So we did this trip in August and I’m talking to you now in November. And in the last few weeks it seems like things have been going pretty crazy for you as far as stuff coming out. Did you have a sense that this was on the horizon?,"Not really. I don’t know, like the edit that just came out, the "
252,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","So now you get to be the neck-high-backside-Smith guy for a while, right?","Shit, I don’t know. I battled that one."
253,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","Yeah, what’s the story behind that? ‘Cause that looks really, really tall.","Thanks. Yeah, that was like multiple trips going back there and it just felt fried. Like the last day that I was there, I don’t think I could have tried it again. And it worked out—like I blacked out and just landed the trick. I was so hyped. But it was, seriously—it felt insane how many times I’d been there. And I’d even tried it before that trip, just like fucking around being at the Island skating. That’s kinda where I had the idea from. And then it just turned into a whole ordeal once I started to try to film it. I felt like I had to get it."
254,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","When you’re standing next to it, how high is it?","If I’m not on the curb it’s probably shoulder high. The hardest part about it, too, was there’s no angle for it. It’s only a board’s width, so that was the hard part for me."
